id,state
702607,AK
725145,NY
740164,CA
703052,AK
722418,IL
725524,NE
701196,AK
725033,NY
724075,NJ
749051,FL
725040,CT
725850,CA
702913,AK
722728,AZ
723935,CA
726871,ID
722487,LA
997310,NC
726875,OR
703724,AK
690584,CA
693870,YK
722598,TX
747400,TX
720384,MD
997707,ME
723030,NC
727846,WA
720731,TX
725950,CA
723830,CA
722010,FL
725743,WY
744665,IL
727790,MT
721015,ND
911961,HI
690210,NC
745700,OH
722162,AK
725150,NY
724303,OH
994045,FL
703655,AK
740124,CA
994920,CT
785470,VI
749183,MT
998231,MS
720254,WA
720361,AL
722682,LA
723274,TN
727735,MT
723424,AR
749228,AK
690190,TX
722576,TX
997382,AK
725187,NY
726650,WY
724036,VA
747808,GA
724008,NC
722670,TX
720368,MN
725753,UT
722128,NC
724723,UT
724126,WV
701213,AK
722156,GA
725472,IA
722555,TX
725395,MI
720787,MS
722499,TX
726573,MN
727830,ID
700631,AK
721017,ND
722072,TN
725466,IA
726375,MI
722695,NM
994028,CA
720466,LA
726776,MT
724180,DE
720375,MI
749069,NC
702628,AK
725860,ID
720862,ND
726956,OR
722615,TX
726190,ME
998484,TX
994027,CA
723105,SC
722561,TX
740194,CA
994012,CA
997363,TX
997733,FL
720736,IN
742079,WV
998476,CA
994062,WI
725414,MI
725837,CA
724110,VA
721024,ND
722397,LA
723565,OK
723306,MS
691324,NC
722934,CA
913660,MH
723035,NC
723495,MO
998496,CA
722403,LA
744859,NY
720305,TX
726885,OR
720942,NE
998191,HI
727377,MI
725496,IA
726673,MT
722486,LA
725765,WY
747915,SC
725216,OH
703600,AK
720636,MO
725264,PA
749053,FL
722596,TX
720859,WI
994044,CA
911760,HI
703606,AK
703627,AK
727686,MT
720412,IA
703863,AK
720398,WI
723125,SC
746190,CA
720129,NV
723630,TX
722869,CA
724733,UT
720713,OH
998279,FL
712615,BC
722931,CA
720922,UT
702686,AK
721043,TX
724517,KS
719174,NT
720738,GA
724338,IL
747350,TX
720477,MO
720601,SC
703604,AK
724030,VA
997380,AK
726513,SD
724099,NJ
727924,WA
727439,MI
749092,KS
723067,NC
722693,NM
722405,LA
702483,AK
727440,MI
722986,CA
740001,NJ
997788,AK
725580,NE
704540,AK
725156,NY
998327,NH
727676,ND
723626,NC
726223,NY
725047,CT
998317,NC
998166,OH
747240,AZ
722692,VA
726435,WI
725073,MA
722594,TX
725564,NE
725636,NE
722905,CA
994060,ME
747910,SC
720944,OH
722148,NC
997287,ME
724461,MO
998267,NY
724797,UT
723757,AZ
725465,IA
747550,LA
723409,AR
723240,TN
710445,ON
722958,CA
702710,AK
994160,NC
724080,PA
720961,IN
720449,KY
700450,AK
724230,KY
720170,IL
722268,AL
726818,ID
998409,MD
998013,CA
722710,NM
727416,WI
720658,MN
701625,AK
701175,AK
727974,WA
998181,TX
743925,ME
722133,OK
740030,UT
720993,CO
722034,FL
727855,WA
998291,FL
725060,NY
727458,MN
722526,TX
725314,IL
700867,AK
997372,DE
691484,WA
722120,FL
742513,OK
723658,NM
702220,AK
724236,KY
727550,MN
994019,CA
723445,AR
725705,UT
720528,CO
998176,MI
998274,FL
722068,FL
700868,AK
703055,AK
721038,NC
726396,CO
723245,TN
744907,MA
724340,MO
720326,IA
994070,WA
998239,MS
722909,CA
725323,IL
998252,ME
700300,AK
723346,TN
721022,ND
722435,TX
726480,MI
702910,AK
745965,NJ
998162,CA
723929,CA
726797,MT
692364,NV
726189,ME
994971,MA
725500,NE
723928,CA
723926,CA
722735,AZ
722119,FL
726160,NH
724350,KY
999999,AK
725294,NC
722340,MS
997359,MI
720545,CT
720443,KY
994046,MA
722214,TX
722610,TX
725035,NY
722020,FL
722746,AZ
722031,AL
722246,FL
722015,FL
998173,CA
726561,MN
725827,NV
911977,HI
720481,MO
703570,AK
997174,SC
724237,KY
725440,IL
998289,FL
720769,MS
720532,CO
747812,GA
998008,FL
724757,UT
727344,MI
726436,WI
998438,LA
722973,CA
727555,MN
725069,MA
749475,NM
702736,AK
722064,FL
720771,TX
725570,IA
720561,OK
702756,AK
723865,NV
724131,KY
723710,AZ
740144,CA
722783,AZ
720414,OH
723449,AR
720409,GA
725861,ID
720312,IA
726695,SD
998299,FL
997271,NY
724885,NV
722168,MN
724604,KS
998212,FL
724024,VA
724086,PA
720998,MT
725126,PA
744663,IL
723896,CA
720663,WI
723620,NM
722083,SC
722658,TX
727120,ME
727474,MN
725455,IA
704140,AK
722092,OK
725560,NE
724070,NJ
703835,AK
994025,WA
722416,TX
725820,NV
722720,AZ
720559,OK
747460,TX
722595,TX
726553,MN
994930,NY
998351,TX
703830,AK
994660,AK
720975,MS
720699,MD
720456,KY
720603,SC
998196,AL
723870,NV
722704,TX
994130,MI
722593,TX
722860,CA
726403,WI
722423,TX
742005,WA
723435,AR
726418,WI
722274,IA
720773,AL
724089,DE
721004,MT
722927,CA
720589,WI
745057,CA
911976,HI
720318,TX
722295,LA
724458,MO
724060,MD
726399,MI
997278,RI
724375,IN
744659,IL
720411,NM
725074,RI
720864,NC
720279,NC
749089,AL
702600,AK
725670,NE
994140,MA
726606,SD
722075,IL
725300,IL
725066,MA
725400,MO
997285,RI
726915,OR
723444,AR
722080,SC
725628,NE
998294,FL
727580,ND
998306,FL
994977,LA
998474,CA
725650,CO
722056,FL
720294,GA
998271,AK
726461,WI
744660,IN
720295,TX
998228,FL
720926,TX
702660,AK
747560,FL
998477,CA
722386,LA
724671,CO
723601,TX
724297,OH
724916,CA
701336,AK
722535,TX
723147,NC
998333,CA
997365,LA
725084,CT
726799,MT
720504,AL
998323,MD
720614,CA
722898,CA
998487,TX
745200,UT
724370,IN
690524,FL
722070,GA
721014,ND
724390,IL
725291,MD
997361,TX
725946,CA
724287,OH
720903,IN
725484,IA
725293,MD
723020,NC
722028,FL
723756,AZ
722209,TX
749098,LA
998005,SC
997789,AK
697564,AZ
723087,VA
998492,MI
749229,AK
726417,WI
691164,AL
720366,WV
701749,AK
998183,TX
722037,FL
723177,NC
724069,MD
726987,OR
994065,MI
994014,WA
722781,TN
725078,RI
744940,MA
720623,TN
725868,ID
727435,MI
720945,FL
724384,IN
720451,KY
726196,ME
724958,CA
699604,AZ
724047,MD
690260,MI
722146,FL
725497,IA
992022,WA
723840,CA
747685,MS
720932,MS
720979,NE
998337,HI
723065,NC
998241,FL
720340,MI
727469,MN
998265,PA
720307,AL
723123,WI
722823,MD
725486,IA
726558,MN
720988,NE
726916,OR
720858,ND
722276,AL
711680,SD
724006,VA
721025,ND
704891,AK
725647,WY
722149,IL
722333,CO
997294,RI
994790,TX
723146,NC
726810,ID
725345,IL
998242,MI
746375,NM
994031,OR
725786,ID
723429,AR
723759,OK
723915,CA
722210,FL
693254,FL
722408,LA
994020,VA
722260,AL
998208,SC
720949,MO
723627,NM
749221,AK
720735,FL
997787,IN
722525,TX
727437,MI
724646,CO
720669,TX
723546,OK
998189,TX
720259,NC
720666,LA
720576,CA
723100,SC
720631,SC
910660,HI
724057,MD
724365,IN
725283,NY
702715,AK
722972,IL
727685,MT
725810,UT
727923,WA
724845,NV
726682,MN
725830,NV
702075,AK
724055,VA
749055,TX
723418,AR
724466,MO
722287,AL
695424,CA
722700,TX
725334,IN
726774,MT
744904,MA
723089,VA
725230,NY
726585,MN
725196,NY
723510,TX
720120,SC
998350,MD
720282,NC
913340,FM
703816,AK
723055,NC
727856,WA
725290,NY
720634,SC
726416,WI
720611,SC
725100,MA
722366,LA
722141,NC
722688,NM
749017,TX
998010,GA
723085,VA
997791,FL
722094,TX
725630,NE
723434,AR
723930,CA
722173,OK
724286,OH
747750,FL
723814,CA
725947,CA
720613,SC
726074,ME
720402,MO
722183,WI
725473,IA
749067,PA
720643,IA
703891,AK
696334,NM
742066,WA
724105,VA
725113,PA
720725,TX
725027,CT
722338,TX
724856,NV
998431,AK
724464,MO
724113,VA
727927,WA
746941,MS
994974,WI
722136,GA
727478,MN
720319,IL
722590,TX
692494,CA
722420,TX
696454,AZ
725342,IL
722016,FL
702758,AK
726630,WY
726405,WI
725146,NY
998297,FL
997701,FL
724838,CA
726506,WI
723747,AZ
722686,NM
746929,NC
722479,TX
722154,GA
998160,CA
722914,CA
725215,OH
726387,MI
724768,CO
749088,GA
742016,WA
720392,GA
725896,OR
911880,HI
743312,AR
727720,MT
725348,IL
722082,IL
997989,NY
726580,MN
725127,PA
723537,OK
726530,SD
727770,MT
724396,IL
911170,HI
722189,FL
720385,CO
911800,HI
726569,MN
749230,AK
724694,CO
725420,IA
726079,ME
723275,TN
722062,GA
722345,MS
726839,OR
997300,MD
998011,CA
722422,TX
998217,LA
720976,NM
726067,MA
702005,AK
727436,MI
702640,AK
690280,TX
727507,MN
724325,IN
725292,IA
720388,WA
998167,AK
722414,TX
723118,SC
725541,NE
722913,CA
720737,ND
722400,LA
998287,FL
723820,CA
726080,ME
722317,LA
992014,VA
702060,AK
691414,CA
720971,WY
722541,TX
997689,DE
742075,WA
720378,PA
723657,NM
725686,WY
749184,OR
703400,AK
725376,MI
725717,CO
994976,WI
725105,PA
722164,OK
726078,ME
724860,NV
998171,MS
692764,FL
720972,MN
727730,MT
722887,CA
997433,NC
724760,CO
722747,AZ
724035,VA
723293,KY
723884,CA
703925,AK
997982,MI
724650,KS
724773,UT
727476,MN
727834,ID
727684,MT
720948,GA
726381,AL
725346,IL
720569,UT
720537,CO
720281,TX
724516,KS
749112,NE
997802,MI
720854,ND
727973,WA
724585,KS
720476,MO
720323,TX
998436,NY
997695,NC
997795,MI
724913,CA
998353,OR
704897,AK
723600,NM
690174,NV
725140,PA
720507,AL
720964,FL
994610,NC
722563,TX
722554,TX
723181,TN
722006,MN
720586,WI
723920,CA
744672,IL
721032,TX
724555,KS
722583,TX
725307,IL
726588,MN
998163,CA
720293,IA
725165,VT
720363,AL
724385,IN
720867,ND
722786,AZ
745060,CA
725866,ID
726185,ME
745980,VA
726866,ID
725487,IA
723347,TN
720913,LA
747580,MS
724450,MO
725488,IA
722587,TX
724735,UT
720300,GA
992011,NC
720839,NV
702629,AK
725117,PA
727119,ME
690310,AZ
720852,CO
726155,NH
744975,NY
722410,TX
702745,AK
725787,ID
994900,CT
722018,NM
725945,CA
911700,HI
720262,CO
725479,IA
720269,TX
726056,NH
722132,NC
722099,OK
749163,NM
726356,MI
997999,OH
721023,ND
726920,OR
998349,MD
724665,CO
720743,TX
727890,WA
720516,WY
725104,PA
723106,SC
702673,AK
725246,OH
725218,PA
725610,NE
724677,CO
701170,AK
722251,LA
722560,TX
722172,IL
742078,NH
725930,CA
727677,ND
720505,AL
722384,LA
720989,CO
912310,MP
749014,FL
702770,AK
723160,GA
702725,AK
723493,MO
726572,MN
998216,WI
720452,KY
722351,TX
722784,AZ
997337,LA
702224,AK
725061,MA
726667,WY
997698,PA
998286,FL
725280,NY
726500,IA
720747,WY
723070,NC
726563,MN
725079,RI
725057,MA
727937,WA
726449,WI
723659,NM
722225,FL
746925,NC
727505,MN
722959,CA
749486,CA
998491,AL
703640,AK
722286,AL
725895,OR
723443,AR
997806,FL
722868,CA
724815,CA
724400,MO
703885,AK
998009,NY
722195,GA
720915,LA
702645,AK
726514,SD
720263,GA
725648,WY
723122,SC
722098,NY
998154,DE
723011,NC
725190,NY
725103,PA
726883,OR
998175,CA
725485,IA
723961,CA
723925,CA
727915,WA
742300,MT
726761,MT
997997,CA
998334,CA
722348,MS
745431,KS
703715,AK
722025,FL
997306,SC
722448,TX
722970,CA
720604,SC
997362,TX
749057,TX
998475,CA
723525,OK
690330,OR
720519,WY
722123,FL
997281,DE
722115,FL
998157,AK
998236,TX
726426,WI
998224,AK
725195,NY
720345,WY
690170,NV
723109,NC
722874,CA
725470,IA
720517,WY
726166,VT
727975,WA
702550,AK
749488,TX
722788,AZ
726358,IN
998266,NY
725024,NJ
727455,MN
722011,FL
997338,IL
723439,AR
998499,IL
746300,NM
722884,CA
726064,ME
724670,CO
723307,MS
700630,AK
747020,CA
723104,SC
725068,MA
720729,TX
722336,LA
722266,AL
723126,SC
720447,KY
727740,MT
724347,MO
720304,PA
726394,MI
726437,WI
998253,ME
722743,AZ
703330,AK
702675,AK
749113,IA
724017,VA
749015,IN
720172,AR
722813,AZ
722916,CA
722293,LA
703985,AK
724530,OK
722825,NV
723191,NC
997370,TX
703056,AK
703050,AK
998305,FL
723910,CA
726796,MT
720302,TX
720939,ND
997688,MD
997803,MI
722957,CA
702091,AK
746935,NC
724106,VA
720320,TX
998295,FL
724920,CA
722203,CO
723425,AR
723555,OK
726458,WI
998179,OH
722520,TX
743926,ME
724519,KS
725366,OH
720732,TX
720367,MN
749075,IL
720587,LA
745039,CA
701745,AK
703406,AK
725624,NE
745900,NJ
724026,VA
997315,VA
702626,AK
998352,RI
994800,TX
724094,NJ
724810,CA
724050,VA
722157,IL
720722,LA
726440,MN
727687,MT
723284,TN
724235,KY
721001,MT
717110,NB
725128,PA
997995,OR
725958,CA
726083,ME
726547,MN
720957,LA
726887,OR
725458,IA
723200,GA
997709,SC
723754,AZ
727690,MT
724971,CA
749394,AK
724678,CO
702730,AK
726837,OR
722588,TX
994007,HI
724093,DE
742071,WA
691804,FL
725020,NJ
749231,AK
722104,FL
725157,NY
725118,PA
720596,SC
722542,TX
726951,OR
749393,AK
720137,IL
720628,OK
997299,VA
726183,ME
723345,TN
720672,FL
724043,MD
722041,LA
724125,WV
722430,TX
725955,CA
720377,AR
997702,MD
997274,MA
725101,PA
724946,CA
725029,CT
744653,IL
749080,AL
702720,AK
726150,NH
722928,CA
997298,VA
727857,WA
726988,WA
722592,AK
785263,PR
726465,WI
702716,AK
997849,ME
702195,AK
722689,NM
720974,TN
720333,CA
746715,KY
726391,CO
167464,CR
722343,MI
701195,AK
724625,CO
724107,VA
725130,PA
726455,WI
722383,LA
997078,AK
726865,ID
723350,TN
695414,CA
744925,CA
720331,MO
723046,NC
703615,AK
720946,FL
725034,NY
994910,CT
722398,LA
720424,CO
726366,MI
727417,MI
726770,MT
720983,NE
722169,TX
720716,VA
994006,FL
727934,WA
726620,SD
722008,TX
722357,MS
747688,MS
998335,CA
722354,MS
726115,VT
721006,MT
727572,ND
724945,CA
723826,CA
997307,NC
726813,ID
997810,LA
726077,ME
720492,VT
726549,MN
724586,KS
747041,CA
720815,IN
726406,WI
998300,FL
720608,SC
722017,FL
725959,CA
690150,CA
725644,WY
720273,TX
994021,WA
720868,ND
727965,WA
690020,CA
722857,ND
721044,TX
721003,MT
726367,MI
700866,AK
720642,CO
724455,MO
722265,AL
722027,FL
994170,FL
720869,MO
702084,AK
692834,TX
997694,DE
726679,MN
702590,AK
724387,IN
998283,FL
998485,AL
722683,NM
722427,TX
726664,WY
744667,MN
725058,RI
723745,AZ
746939,NC
998014,MA
722920,CA
722151,RI
726116,NH
727376,MI
724776,UT
722033,MN
722273,GA
722924,CA
720354,OK
722580,TX
722539,TX
703884,AK
723050,NC
720655,FL
726550,MN
692694,CA
722159,TX
722589,TX
720356,OK
994760,LA
997781,MD
998269,FL
722749,AZ
787804,GA
997807,FL
722142,ID
723874,CA
726686,SD
720958,KY
726378,AL
722489,TX
726835,OR
994035,CA
724725,UT
722060,FL
997305,VA
725637,NE
722331,IA
720288,NC
998339,MI
997308,VA
722101,CO
742006,WA
998221,AK
725532,NE
749056,TX
701043,AK
722147,GA
722748,AZ
726777,MT
724991,CA
724373,IN
722895,CA
726393,MI
726035,ME
725267,PA
725214,OH
720662,CA
726036,ME
722510,TX
723663,NM
720779,TX
691214,CA
725461,IA
724296,OH
727454,MN
720927,MS
724500,KS
720871,ND
722335,LA
998490,TX
998276,FL
725995,OR
997295,OH
723560,OK
720046,CA
997729,TX
998243,AK
725417,MI
692534,KY
724016,VA
749392,AK
725337,IN
724918,CA
723096,NC
723174,NC
749070,MD
746943,NC
722630,TX
723940,CA
749091,TX
720584,TX
722228,FL
724085,PA
690080,CA
722586,TX
722503,TX
724336,IL
723416,AR
725107,MA
726579,MN
727575,ND
722085,SC
722184,GA
722819,KS
693654,CA
727910,OR
994770,MI
724925,CA
722138,MS
726817,ID
723965,CA
726164,NH
744900,MA
725390,MI
724019,VA
720359,OK
722046,FL
724750,UT
725660,NE
703165,AK
726459,WI
692644,IN
726567,MN
725456,IA
702615,AK
997394,CA
998288,FL
725649,WY
720267,CA
725251,WI
726957,OR
726654,WY
723037,NC
726191,ME
727508,MN
704890,AK
724275,WV
911650,HI
723677,NM
725175,PA
720647,TX
701337,AK
724190,KY
725690,WY
722585,TX
749222,AK
702750,AK
992013,HI
701330,AK
726120,VT
720709,OH
722979,CA
720733,TX
702986,AK
749178,CA
722524,TX
724293,CO
725745,WY
722155,CO
726498,IA
703810,AK
726838,OR
720343,WI
720362,AL
720943,TX
726876,OR
722130,GA
749483,GA
997184,ME
746060,CA
722440,TX
726444,WI
703430,AK
720193,CA
724846,NV
911905,HI
725220,NY
997804,AK
722190,GA
997276,NJ
746940,NC
720494,VT
722904,CA
724660,CO
723678,NM
726505,WI
720376,AL
702004,AK
997343,MI
702186,AK
724567,KS
725036,NY
722516,TX
721048,TX
726950,OR
747820,FL
722297,LA
998174,TX
702035,AK
700860,AK
720744,SC
701719,AK
725520,NE
722883,CA
997991,NY
723078,VA
722051,OK
702648,AK
723513,TX
722067,FL
725197,NY
722205,NE
727900,WA
724766,CO
720651,OH
997798,AK
702670,AK
725385,MI
722446,TX
726980,OR
726134,NH
722396,LA
701746,AK
723415,AR
704896,AK
747686,MS
722726,AZ
720853,ND
722038,FL
997783,VA
722537,TX
749476,CA
725210,OH
725050,NY
725059,MA
720625,OK
742060,WA
720595,CA
722107,TX
994951,FL
703886,AK
720615,CA
722069,FL
722247,NJ
912460,UM
726930,OR
998192,AL
724556,KS
744910,MA
726165,NH
726545,SD
725255,OH
722533,TX
749000,TN
722074,IL
725258,GA
722470,TX
998002,NJ
722135,GA
722923,CA
703410,AK
749162,TX
722108,FL
724560,KS
720482,MO
725499,IA
720914,LA
703054,AK
720048,LA
722654,TX
726467,WI
722204,IL
724029,VA
726507,WI
722143,TX
724655,KS
720917,LA
722054,AR
997292,CA
720352,LA
722444,TX
722129,MN
722245,FL
998177,SC
726404,WI
998296,FL
723654,NM
722570,TX
724361,IN
726386,MI
998012,MI
702719,AK
723816,CA
998329,NC
722224,FL
723860,NV
723403,AR
998235,NY
720665,LA
727125,ME
722480,LA
720626,TX
722637,TX
749054,FL
725260,PA
994090,MI
726564,MN
749396,AK
725475,IA
997393,MD
723348,TX
725495,IA
701190,AK
749219,AK
720644,AZ
722110,FL
702755,AK
998194,LA
997696,WA
722211,NE
994034,CA
727410,WI
723280,TN
722180,GA
700197,AK
722241,NE
746110,CA
722505,TX
722660,TX
725643,WY
749185,WA
725021,TX
722131,NC
994011,OR
723263,TN
749224,AK
720598,SC
998293,FL
997352,FL
725296,ND
722678,NM
701040,AK
722117,FL
726365,MI
727467,MN
724698,CO
720286,TX
726111,NH
702460,AK
723489,MO
997282,NY
702696,AK
723446,AR
726390,MI
724684,CO
746936,NC
746716,KY
725383,MI
720951,GA
998483,TX
720907,TN
720612,SC
749166,CA
722935,CA
725460,IA
690070,CA
997273,MA
998494,FL
720921,TX
724930,CA
727033,ME
725257,LA
722042,TX
727920,WA
720308,NE
997981,SC
725070,RI
726424,WI
726454,WI
727459,MN
747185,CA
724065,MD
722507,TX
720426,KS
722910,CA
725835,NV
725720,UT
994013,WA
722889,CA
722145,MI
726487,MI
994017,CA
724697,CO
744916,MA
727700,MT
725480,IA
726577,MN
720684,WY
726364,MI
994120,CA
722244,MD
702625,AK
749081,GA
725848,CA
724737,FL
723628,TX
725110,PA
746141,NV
720546,NV
997985,AK
725114,PA
997984,OR
725326,IL
724394,IL
722175,GA
722518,TX
723230,AL
724243,KY
726228,NY
998017,VA
749161,TX
720992,CO
726059,NH
724240,KY
994890,CT
722096,NV
727854,WA
720583,MN
702606,AK
725512,NE
723417,AR
744450,NE
721009,MT
725256,OH
720525,CO
726539,SD
723273,TN
698114,CA
704895,AK
722106,FL
997784,AL
727130,ME
724116,VA
994710,TX
722097,IA
724354,KY
720373,FL
746061,CA
726376,MI
998244,FL
994026,OR
747360,TX
722375,LA
720396,TX
994036,CA
749175,CA
749095,AR
725920,CA
721046,LA
722880,CA
743920,ME
722740,AZ
724630,CO
726379,MI
723441,NE
720342,OK
994650,FL
723165,NC
727826,WA
745056,CA
725970,OR
723781,AZ
722073,NC
725186,NY
997732,MI
725098,MA
722285,AL
722239,AL
743946,NH
749068,NC
997346,FL
724830,CA
747186,CA
722954,CA
721036,WY
723077,VA
720355,MD
911978,HI
722014,FL
725526,NE
997173,HI
722684,NM
727984,WA
722236,AL
720667,MS
727976,WA
994041,CA
744661,IL
725120,PA
722047,FL
720995,MT
722071,OK
720835,WI
998322,NC
720059,AZ
720966,GA
725784,ID
722150,GA
722469,TX
725339,IL
722337,TX
722013,FL
726413,WI
722956,CA
726830,OR
725975,OR
740002,CO
727576,ND
725864,ID
720924,MS
722665,TX
998268,AK
727475,MN
740114,CA
749171,CA
695354,MS
724467,MO
703870,AK
724839,CA
722026,FL
722296,LA
720941,ND
722208,WA
994008,FL
726557,MN
720499,VA
722344,MS
998324,VA
720468,LA
997384,HI
724837,CA
725240,OH
723082,LA
722426,TX
749018,TX
727935,WA
720865,ND
720522,WY
997339,IN
749200,AK
727135,ME
722409,LA
691224,CA
720925,LA
998226,TX
722181,GA
997171,AK
724027,VA
745966,NJ
724007,VA
702965,AK
702610,AK
998204,WA
727556,MN
691254,NE
722519,TX
720633,SC
702627,AK
720285,VA
749082,NC
720717,MS
720953,LA
725135,PA
747780,FL
725824,NV
725900,CA
749072,NC
724970,CA
720458,OK
720985,NE
720330,IL
722320,LA
722806,AZ
744714,OH
720968,NC
722089,IL
727860,WA
702757,AK
722886,CA
701335,AK
722859,CA
997996,MI
725556,NE
725054,CT
722395,LA
723785,AZ
724833,CA
725056,RI
720607,SC
703210,AK
723629,TX
725048,CT
725775,WY
726710,WY
723083,VA
724067,MD
722226,FL
723034,NC
720271,TX
725740,WY
722112,TX
720141,IL
749050,FL
725053,NY
725418,MI
722635,TX
725846,CA
998292,FL
725527,NE
749225,AK
692704,GA
724345,MO
726502,WI
727933,WA
701331,AK
720673,AZ
723895,CA
726785,MT
702695,AK
725046,CT
720287,TX
726415,WI
722733,AZ
725510,NE
726463,WI
720635,AZ
994033,CA
747590,MS
722165,MS
702616,AK
722314,LA
722250,GA
726901,OR
726958,OR
725384,MI
724955,CA
722500,TX
722429,TX
725014,NY
725116,PA
726397,MI
727456,MN
998258,AK
997383,AK
720984,NE
727448,MI
727564,MN
998406,CA
725513,NE
720175,AR
701334,AK
725172,VA
